num_timesteps,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/clip_fraction,train/loss,train/explained_variance,train/std,train/n_updates,train/clip_range
2048.0,,,,,,,,,,,
4096.0,0.0003,-42.59649343490601,-0.04148947598878294,0.009060193196637556,0.01682146266102791,0.1849609375,-0.49481141567230225,0.19810670614242554,1.0019679069519043,10.0,0.2
6144.0,0.0003,-42.66506204605103,-0.048944660724373534,0.002800486730848206,0.01591487228870392,0.174462890625,-0.5004027485847473,0.5013861656188965,1.0042437314987183,20.0,0.2
8192.0,0.0003,-42.728354358673094,-0.06062253840500489,0.0020336017820227425,0.0203656405210495,0.209814453125,-0.5208695530891418,0.6897889375686646,1.0062015056610107,30.0,0.2
10240.0,0.0003,-42.77792081832886,-0.06031875911867246,0.0012834782122808975,0.021269217133522034,0.23896484375,-0.5246257781982422,0.8441586494445801,1.0078480243682861,40.0,0.2
12288.0,,,,,,,,,,,
14336.0,0.0003,-42.889529180526736,-0.06040333801647648,0.000999808977212524,0.022087857127189636,0.23046875,-0.5245434641838074,0.9089599847793579,1.0119739770889282,60.0,0.2
16384.0,0.0003,-42.95860905647278,-0.06103003603057004,0.0008204605430364609,0.022760681807994843,0.250341796875,-0.5302959084510803,0.9129102230072021,1.0141737461090088,70.0,0.2
18432.0,0.0003,-43.01502518653869,-0.0616861569986213,0.0008024378472327953,0.024043403565883636,0.247802734375,-0.527249813079834,0.8915573358535767,1.0157784223556519,80.0,0.2
20480.0,0.0003,-43.04980607032776,-0.06427617605077103,0.0010159369849134237,0.025224091485142708,0.27119140625,-0.5294656157493591,0.8955905437469482,1.01703941822052,90.0,0.2
22528.0,,,,,,,,,,,
24576.0,0.0003,-43.15057225227356,-0.061833597032818946,0.0012755119620123877,0.023440925404429436,0.265966796875,-0.5215110182762146,0.9184951782226562,1.0209749937057495,110.0,0.2
26624.0,0.0003,-43.23711819648743,-0.06891130548610817,0.0008493260429531801,0.027751099318265915,0.2904296875,-0.5432901978492737,0.9122335910797119,1.024234414100647,120.0,0.2
28672.0,0.0003,-43.31379504203797,-0.06494828050490468,0.001066803552384954,0.02516835927963257,0.28271484375,-0.5365344882011414,0.9245598912239075,1.0261427164077759,130.0,0.2
30720.0,0.0003,-43.37771825790405,-0.06812606421299279,0.0006104124757257523,0.028482429683208466,0.298583984375,-0.537611722946167,0.9223063588142395,1.029021143913269,140.0,0.2
32768.0,,,,,,,,,,,
34816.0,0.0003,-43.499206733703616,-0.07016189598944038,0.000520671088816016,0.027093643322587013,0.287548828125,-0.5457450151443481,0.9413409233093262,1.0324397087097168,160.0,0.2
36864.0,0.0003,-43.5331314086914,-0.061768866778584196,0.00115552561765071,0.023352429270744324,0.26162109375,-0.5275241136550903,0.9336337447166443,1.033370852470398,170.0,0.2
38912.0,0.0003,-43.572454357147215,-0.07176179205998778,0.0010526403602852952,0.028507471084594727,0.303662109375,-0.5416989326477051,0.8533801436424255,1.0349090099334717,180.0,0.2
40960.0,0.0003,-43.61746888160705,-0.06926604396430776,0.0009115704167925287,0.03201710805296898,0.33349609375,-0.5453595519065857,0.9045742154121399,1.0367372035980225,190.0,0.2
43008.0,,,,,,,,,,,
45056.0,0.0003,-43.754217863082886,-0.07256243984447792,0.0007452375299180858,0.03562214970588684,0.34580078125,-0.5396822094917297,0.9195358753204346,1.042163372039795,210.0,0.2
47104.0,0.0003,-43.83006763458252,-0.06981272200355307,0.0007905532151198713,0.03023148886859417,0.31259765625,-0.5440728664398193,0.9431993365287781,1.0437755584716797,220.0,0.2
49152.0,0.0003,-43.86046953201294,-0.07153177181025967,0.0006382223509717733,0.02912493795156479,0.315673828125,-0.5461878180503845,0.9397979378700256,1.044625163078308,230.0,0.2
51200.0,0.0003,-43.919537687301634,-0.06650617180857807,0.0009088222461286933,0.02988078072667122,0.32685546875,-0.5412011742591858,0.9184049367904663,1.0480494499206543,240.0,0.2
